tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2019-0421,Canada Masters,Hard,64,M,20190805,282,104926,7.0,,Fabio Fognini,R,178.0,ITA,32.1998631075,126205,,Q,Tommy Paul,R,,USA,22.2176591376,7-6(3) 6-3,3,R32,96.0,6.0,2.0,66.0,43.0,34.0,9.0,10.0,2.0,4.0,0.0,1.0,82.0,45.0,30.0,15.0,11.0,7.0,11.0,11.0,2420.0,128.0,427.0
2019-0421,Canada Masters,Hard,64,M,20190805,281,128034,,Alt,Hubert Hurkacz,R,,POL,22.4777549624,126774,4.0,,Stefanos Tsitsipas,R,,GRE,20.9801505818,6-4 3-6 6-3,3,R32,109.0,8.0,2.0,83.0,54.0,43.0,19.0,14.0,9.0,10.0,9.0,2.0,76.0,44.0,39.0,17.0,14.0,4.0,6.0,48.0,1023.0,5.0,4045.0
2019-0421,Canada Masters,Hard,64,M,20190805,280,104792,16.0,,Gael Monfils,R,193.0,FRA,32.9253935661,125802,,Q,Ilya Ivashka,R,,BLR,25.4428473648,6-3 7-6(6),3,R32,108.0,5.0,5.0,85.0,54.0,40.0,15.0,11.0,5.0,6.0,2.0,1.0,79.0,49.0,29.0,20.0,10.0,7.0,9.0,20.0,1770.0,125.0,438.0
2019-0421,Canada Masters,Hard,64,M,20190805,279,105138,10.0,,Roberto Bautista Agut,R,183.0,ESP,31.3073237509,106043,,,Diego Schwartzman,R,170.0,ARG,26.9678302533,6-2 7-5,3,R32,106.0,2.0,1.0,59.0,37.0,25.0,12.0,10.0,4.0,6.0,2.0,4.0,86.0,52.0,27.0,14.0,10.0,7.0,12.0,13.0,2215.0,23.0,1690.0
2019-0421,Canada Masters,Hard,64,M,20190805,278,104755,,,Richard Gasquet,R,185.0,FRA,33.1307323751,105453,5.0,,Kei Nishikori,R,178.0,JPN,29.5989048597,6-7(6) 6-2 7-6(4),3,R32,189.0,11.0,3.0,117.0,64.0,47.0,24.0,16.0,9.0,12.0,7.0,4.0,128.0,80.0,51.0,23.0,16.0,15.0,20.0,66.0,860.0,6.0,4040.0
2019-0421,Canada Masters,Hard,64,M,20190805,277,111575,6.0,,Karen Khachanov,R,,RUS,23.2060232717,104527,,,Stan Wawrinka,R,183.0,SUI,34.3545516769,6-4 6-7(3) 6-2,3,R32,131.0,9.0,1.0,85.0,54.0,38.0,20.0,15.0,1.0,3.0,10.0,1.0,90.0,61.0,43.0,12.0,15.0,2.0,7.0,8.0,2890.0,22.0,1715.0
2019-0421,Canada Masters,Hard,64,M,20190805,276,200000,,,Felix Auger Aliassime,R,,CAN,18.9897330595,105683,17.0,,Milos Raonic,R,196.0,CAN,28.605065024,6-3 3-6 0-0 RET,3,R32,92.0,13.0,4.0,56.0,38.0,29.0,10.0,9.0,3.0,4.0,14.0,3.0,59.0,37.0,29.0,10.0,9.0,5.0,6.0,21.0,1740.0,19.0,1810.0
2019-0421,Canada Masters,Hard,64,M,20190805,275,105932,13.0,,Nikoloz Basilashvili,R,185.0,GEO,27.446954141,105526,,,Jan Lennard Struff,R,,GER,29.2785763176,2-6 6-2 6-3,3,R32,110.0,3.0,4.0,98.0,65.0,43.0,17.0,13.0,3.0,5.0,12.0,2.0,71.0,40.0,29.0,15.0,12.0,2.0,5.0,17.0,1975.0,35.0,1265.0
2019-0421,Canada Masters,Hard,64,M,20190805,274,100644,3.0,,Alexander Zverev,R,198.0,GER,22.2915811088,111815,,,Cameron Norrie,L,,GBR,23.9507186858,7-6(4) 6-4,3,R32,100.0,10.0,5.0,83.0,54.0,42.0,13.0,11.0,6.0,6.0,0.0,4.0,72.0,51.0,33.0,12.0,11.0,5.0,6.0,7.0,4005.0,62.0,880.0
2019-0421,Canada Masters,Hard,64,M,20190805,273,106421,8.0,,Daniil Medvedev,R,,RUS,23.4798083504,106378,,,Kyle Edmund,R,,GBR,24.5722108145,6-3 6-0,3,R32,59.0,3.0,3.0,41.0,25.0,22.0,8.0,7.0,3.0,3.0,2.0,1.0,48.0,28.0,16.0,5.0,8.0,0.0,5.0,9.0,2745.0,33.0,1325.0
2019-0421,Canada Masters,Hard,64,M,20190805,272,106426,,,Christian Garin,R,,CHI,23.1813826146,104545,12.0,,John Isner,R,206.0,USA,34.2751540041,6-3 6-4,3,R32,79.0,5.0,6.0,64.0,37.0,33.0,12.0,10.0,5.0,5.0,10.0,1.0,57.0,39.0,29.0,7.0,9.0,2.0,4.0,36.0,1233.0,15.0,2085.0
2019-0421,Canada Masters,Hard,64,M,20190805,271,105227,14.0,,Marin Cilic,R,198.0,CRO,30.8501026694,105357,,LL,John Millman,R,183.0,AUS,30.1409993155,6-3 6-4,3,R32,75.0,7.0,0.0,55.0,37.0,30.0,9.0,10.0,0.0,1.0,3.0,1.0,47.0,23.0,16.0,12.0,9.0,1.0,4.0,16.0,2030.0,65.0,860.0
2019-0421,Canada Masters,Hard,64,M,20190805,270,106233,2.0,,Dominic Thiem,R,185.0,AUT,25.9192334018,133430,,,Denis Shapovalov,L,,CAN,20.3066392882,6-4 3-6 6-3,3,R32,107.0,9.0,6.0,77.0,45.0,36.0,20.0,14.0,4.0,5.0,10.0,4.0,73.0,44.0,37.0,16.0,14.0,0.0,2.0,4.0,4755.0,32.0,1330.0
2019-0421,Canada Masters,Hard,64,M,20190805,268,105554,,Q,Daniel Evans,R,175.0,GBR,29.2019164956,200282,,,Alex De Minaur,R,,AUS,20.462696783,6-4 7-6(6),3,R64,117.0,3.0,3.0,80.0,47.0,36.0,17.0,11.0,7.0,8.0,10.0,3.0,72.0,40.0,26.0,20.0,11.0,0.0,2.0,53.0,980.0,38.0,1215.0
2019-0421,Canada Masters,Hard,64,M,20190805,267,105430,,,Radu Albot,R,,MDA,29.7303216975,104468,,,Gilles Simon,R,183.0,FRA,34.6036960986,6-4 6-2,3,R64,96.0,1.0,3.0,57.0,28.0,23.0,14.0,9.0,0.0,1.0,1.0,6.0,68.0,35.0,21.0,15.0,9.0,7.0,11.0,39.0,1116.0,34.0,1310.0
2019-0421,Canada Masters,Hard,64,M,20190805,266,105550,,,Guido Pella,L,185.0,ARG,29.2183436003,105676,15.0,,David Goffin,R,163.0,BEL,28.6598220397,6-4 7-6(4),3,R64,99.0,3.0,1.0,79.0,55.0,39.0,15.0,11.0,7.0,7.0,12.0,3.0,64.0,41.0,33.0,11.0,11.0,0.0,1.0,24.0,1640.0,18.0,1815.0
2019-0421,Canada Masters,Hard,64,M,20190805,265,106432,11.0,,Borna Coric,R,,CRO,22.7214236824,105376,,SE,Peter Gojowczyk,R,185.0,GER,30.0561259411,2-6 6-1 7-6(2),3,R64,123.0,16.0,6.0,96.0,64.0,46.0,17.0,14.0,4.0,6.0,17.0,5.0,88.0,48.0,40.0,16.0,13.0,2.0,4.0,14.0,2195.0,85.0,629.0
2019-0421,Canada Masters,Hard,64,M,20190805,264,105173,,,Adrian Mannarino,L,183.0,FRA,31.099247091,105062,,,Mikhail Kukushkin,R,183.0,KAZ,31.6084873374,6-4 6-4,3,R64,90.0,9.0,4.0,63.0,37.0,27.0,11.0,10.0,2.0,5.0,0.0,0.0,62.0,36.0,21.0,13.0,10.0,3.0,8.0,69.0,836.0,44.0,1045.0
2019-0421,Canada Masters,Hard,64,M,20190805,263,126205,,Q,Tommy Paul,R,,USA,22.2176591376,111790,,WC,Brayden Schnur,R,,CAN,24.0876112252,6-1 6-2,3,R64,65.0,2.0,1.0,45.0,29.0,22.0,10.0,7.0,3.0,3.0,3.0,1.0,56.0,38.0,20.0,7.0,8.0,3.0,8.0,128.0,427.0,98.0,571.0
2019-0421,Canada Masters,Hard,64,M,20190805,260,128034,,Alt,Hubert Hurkacz,R,,POL,22.4777549624,126203,,,Taylor Fritz,R,,USA,21.7686516085,6-3 7-5,3,R64,74.0,7.0,3.0,67.0,52.0,40.0,6.0,11.0,4.0,5.0,7.0,1.0,60.0,38.0,26.0,10.0,10.0,2.0,5.0,48.0,1023.0,25.0,1580.0
2019-0421,Canada Masters,Hard,64,M,20190805,259,125802,,Q,Ilya Ivashka,R,,BLR,25.4428473648,126952,,Q,Soon Woo Kwon,R,,KOR,21.6728268309,7-6(3) 6-4,3,R64,116.0,5.0,5.0,67.0,40.0,27.0,15.0,11.0,5.0,8.0,0.0,5.0,96.0,53.0,29.0,19.0,11.0,12.0,16.0,125.0,438.0,97.0,571.0
2019-0421,Canada Masters,Hard,64,M,20190805,258,104792,16.0,,Gael Monfils,R,193.0,FRA,32.9253935661,105166,,WC,Peter Polansky,R,180.0,CAN,31.1375770021,6-7(4) 6-3 6-3,3,R64,131.0,4.0,5.0,94.0,55.0,41.0,21.0,15.0,4.0,6.0,3.0,2.0,99.0,53.0,38.0,21.0,15.0,5.0,10.0,20.0,1770.0,172.0,305.0
2019-0421,Canada Masters,Hard,64,M,20190805,257,105138,10.0,,Roberto Bautista Agut,R,183.0,ESP,31.3073237509,106071,,Q,Bernard Tomic,R,193.0,AUS,26.7871321013,6-3 6-2,3,R64,60.0,8.0,2.0,53.0,36.0,26.0,12.0,9.0,1.0,1.0,7.0,3.0,54.0,32.0,23.0,8.0,8.0,0.0,3.0,13.0,2215.0,95.0,582.0
2019-0421,Canada Masters,Hard,64,M,20190805,256,106043,,,Diego Schwartzman,R,170.0,ARG,26.9678302533,106065,,,Marco Cecchinato,R,,ITA,26.8446269678,3-6 7-6(5) 6-4,3,R64,155.0,4.0,6.0,111.0,79.0,55.0,15.0,15.0,9.0,11.0,9.0,2.0,110.0,66.0,45.0,26.0,16.0,2.0,4.0,23.0,1690.0,61.0,880.0
2019-0421,Canada Masters,Hard,64,M,20190805,255,104755,,,Richard Gasquet,R,185.0,FRA,33.1307323751,105332,,,Benoit Paire,R,196.0,FRA,30.2422997947,7-6(2) 6-4,3,R64,100.0,1.0,1.0,67.0,42.0,32.0,17.0,11.0,3.0,4.0,7.0,5.0,89.0,52.0,37.0,16.0,11.0,7.0,9.0,66.0,860.0,29.0,1438.0
2019-0421,Canada Masters,Hard,64,M,20190805,252,104527,,,Stan Wawrinka,R,183.0,SUI,34.3545516769,105777,,,Grigor Dimitrov,R,188.0,BUL,28.2217659138,6-4 6-4,3,R64,95.0,12.0,2.0,61.0,36.0,31.0,10.0,10.0,1.0,2.0,2.0,6.0,74.0,42.0,26.0,17.0,10.0,8.0,11.0,22.0,1715.0,54.0,972.0
2019-0421,Canada Masters,Hard,64,M,20190805,251,200000,,,Felix Auger Aliassime,R,,CAN,18.9897330595,105577,,WC,Vasek Pospisil,R,193.0,CAN,29.1170431211,6-2 6-7(3) 7-6(3),3,R64,153.0,9.0,7.0,93.0,64.0,53.0,15.0,16.0,0.0,1.0,5.0,2.0,102.0,71.0,53.0,13.0,16.0,0.0,3.0,21.0,1740.0,205.0,242.0
2019-0421,Canada Masters,Hard,64,M,20190805,250,105683,17.0,,Milos Raonic,R,196.0,CAN,28.605065024,106298,,,Lucas Pouille,R,185.0,FRA,25.4455852156,6-4 6-4,3,R64,72.0,16.0,1.0,52.0,36.0,32.0,10.0,10.0,0.0,0.0,2.0,4.0,57.0,29.0,20.0,18.0,10.0,3.0,5.0,19.0,1810.0,30.0,1340.0
2019-0421,Canada Masters,Hard,64,M,20190805,249,105932,13.0,,Nikoloz Basilashvili,R,185.0,GEO,27.446954141,105583,,,Dusan Lajovic,R,180.0,SRB,29.0978781656,3-6 6-4 6-4,3,R64,121.0,1.0,10.0,96.0,48.0,28.0,24.0,15.0,6.0,13.0,1.0,3.0,84.0,56.0,32.0,8.0,14.0,6.0,13.0,17.0,1975.0,28.0,1456.0
2019-0421,Canada Masters,Hard,64,M,20190805,248,105526,,,Jan Lennard Struff,R,,GER,29.2785763176,104542,,WC,Jo-Wilfried Tsonga,R,188.0,FRA,34.2997946612,6-2 6-2,3,R64,68.0,8.0,2.0,42.0,25.0,22.0,11.0,8.0,1.0,1.0,8.0,5.0,65.0,32.0,19.0,13.0,8.0,9.0,13.0,35.0,1265.0,60.0,905.0
2019-0421,Canada Masters,Hard,64,M,20190805,247,111815,,,Cameron Norrie,L,,GBR,23.9507186858,105916,,,Marton Fucsovics,R,,HUN,27.4880219028,5-7 6-2 6-3,3,R64,126.0,2.0,8.0,88.0,58.0,39.0,15.0,15.0,6.0,10.0,2.0,4.0,92.0,44.0,26.0,24.0,14.0,5.0,11.0,62.0,880.0,55.0,965.0
2019-0421,Canada Masters,Hard,64,M,20190805,244,106378,,,Kyle Edmund,R,,GBR,24.5722108145,106401,,,Nick Kyrgios,R,193.0,AUS,24.2737850787,6-3 6-4,3,R64,67.0,15.0,3.0,54.0,36.0,33.0,9.0,10.0,0.0,0.0,9.0,1.0,53.0,32.0,25.0,9.0,9.0,2.0,4.0,33.0,1325.0,27.0,1475.0
2019-0421,Canada Masters,Hard,64,M,20190805,243,106426,,,Christian Garin,R,,CHI,23.1813826146,111513,,,Laslo Djere,R,,SRB,24.1752224504,6-2 7-6(4),3,R64,100.0,1.0,0.0,63.0,43.0,32.0,11.0,10.0,2.0,3.0,4.0,4.0,81.0,47.0,30.0,16.0,10.0,5.0,8.0,36.0,1233.0,37.0,1225.0
2019-0421,Canada Masters,Hard,64,M,20190805,242,104545,12.0,,John Isner,R,206.0,USA,34.2751540041,111442,,,Jordan Thompson,R,,AUS,25.2922655715,3-6 6-3 7-6(6),3,R64,139.0,26.0,2.0,99.0,69.0,55.0,16.0,15.0,2.0,3.0,2.0,1.0,91.0,68.0,52.0,14.0,15.0,2.0,3.0,15.0,2085.0,46.0,1034.0
2019-0421,Canada Masters,Hard,64,M,20190805,241,105227,14.0,,Marin Cilic,R,198.0,CRO,30.8501026694,105614,,Q,Bradley Klahn,L,190.0,USA,28.9582477755,6-3 7-6(7),3,R64,98.0,2.0,6.0,63.0,43.0,38.0,10.0,10.0,0.0,0.0,19.0,7.0,79.0,46.0,34.0,13.0,11.0,2.0,4.0,16.0,2030.0,92.0,601.0
2019-0421,Canada Masters,Hard,64,M,20190805,240,105357,,LL,John Millman,R,183.0,AUS,30.1409993155,103852,,Q,Feliciano Lopez,L,188.0,ESP,37.8726899384,6-7(4) 7-6(2) 6-3,3,R64,153.0,6.0,6.0,101.0,53.0,40.0,36.0,17.0,2.0,3.0,16.0,7.0,115.0,64.0,52.0,22.0,16.0,4.0,6.0,65.0,860.0,67.0,852.0
2019-0421,Canada Masters,Hard,64,M,20190805,239,133430,,,Denis Shapovalov,L,,CAN,20.3066392882,105732,,,Pierre Hugues Herbert,R,188.0,FRA,28.3832991102,6-3 7-5,3,R64,90.0,5.0,8.0,71.0,41.0,33.0,12.0,10.0,3.0,4.0,0.0,2.0,68.0,40.0,25.0,14.0,11.0,4.0,8.0,32.0,1330.0,40.0,1108.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,300,106421,9.0,,Daniil Medvedev,R,,RUS,23.498973306,105676,16.0,,David Goffin,R,163.0,BEL,28.6789869952,7-6(3) 6-4,3,F,99.0,10.0,1.0,57.0,30.0,27.0,17.0,11.0,2.0,3.0,5.0,7.0,78.0,42.0,28.0,16.0,11.0,3.0,5.0,8.0,3230.0,19.0,1815.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,299,106421,9.0,,Daniil Medvedev,R,,RUS,23.498973306,104925,1.0,,Novak Djokovic,R,188.0,SRB,32.2245037645,3-6 6-3 6-3,3,SF,102.0,16.0,4.0,81.0,55.0,43.0,11.0,13.0,1.0,2.0,6.0,1.0,69.0,50.0,36.0,12.0,14.0,0.0,3.0,8.0,3230.0,1.0,12325.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,298,105676,16.0,,David Goffin,R,163.0,BEL,28.6789869952,104755,,PR,Richard Gasquet,R,185.0,FRA,33.1498973306,6-3 6-4,3,SF,75.0,5.0,1.0,52.0,30.0,23.0,17.0,10.0,1.0,2.0,6.0,4.0,59.0,40.0,29.0,3.0,9.0,4.0,7.0,19.0,1815.0,56.0,930.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,297,104925,1.0,,Novak Djokovic,R,188.0,SRB,32.2245037645,106298,,,Lucas Pouille,R,185.0,FRA,25.4647501711,7-6(2) 6-1,3,QF,86.0,5.0,6.0,63.0,45.0,40.0,7.0,10.0,3.0,3.0,2.0,5.0,62.0,37.0,24.0,12.0,9.0,2.0,4.0,1.0,12325.0,31.0,1340.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,296,106421,9.0,,Daniil Medvedev,R,,RUS,23.498973306,126094,,Q,Andrey Rublev,R,,RUS,21.8097193703,6-2 6-3,3,QF,61.0,9.0,2.0,51.0,28.0,21.0,13.0,9.0,0.0,1.0,4.0,2.0,47.0,26.0,17.0,6.0,8.0,3.0,7.0,8.0,3230.0,70.0,836.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,295,104755,,PR,Richard Gasquet,R,185.0,FRA,33.1498973306,105138,11.0,,Roberto Bautista Agut,R,183.0,ESP,31.3264887064,7-6(2) 3-6 6-2,3,QF,133.0,8.0,5.0,96.0,52.0,38.0,27.0,15.0,5.0,7.0,6.0,3.0,87.0,55.0,42.0,15.0,14.0,2.0,4.0,56.0,930.0,11.0,2395.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,294,105676,16.0,,David Goffin,R,163.0,BEL,28.6789869952,106415,,Q,Yoshihito Nishioka,L,,JPN,23.8740588638,W/O,3,QF,,,,,,,,,,,,,,,,,,,,19.0,1815.0,77.0,757.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,293,104925,1.0,,Novak Djokovic,R,188.0,SRB,32.2245037645,105807,,Q,Pablo Carreno Busta,R,188.0,ESP,28.0848733744,6-3 6-4,3,R16,90.0,8.0,0.0,62.0,44.0,36.0,9.0,10.0,4.0,4.0,0.0,2.0,62.0,42.0,26.0,11.0,9.0,4.0,6.0,1.0,12325.0,53.0,962.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,292,106298,,,Lucas Pouille,R,185.0,FRA,25.4647501711,111575,8.0,,Karen Khachanov,R,,RUS,23.2251882272,6-7(3) 6-4 6-2,3,R16,118.0,9.0,5.0,100.0,60.0,45.0,24.0,15.0,2.0,2.0,17.0,2.0,89.0,64.0,48.0,13.0,15.0,7.0,10.0,31.0,1340.0,9.0,2890.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,291,126094,,Q,Andrey Rublev,R,,RUS,21.8097193703,103819,3.0,,Roger Federer,R,185.0,SUI,38.0095824778,6-3 6-4,3,R16,61.0,5.0,0.0,54.0,33.0,27.0,12.0,10.0,2.0,3.0,5.0,2.0,49.0,32.0,20.0,9.0,9.0,1.0,4.0,70.0,836.0,3.0,7460.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,290,106421,9.0,,Daniil Medvedev,R,,RUS,23.498973306,105526,,,Jan Lennard Struff,R,,GER,29.2977412731,6-2 6-1,3,R16,65.0,9.0,2.0,54.0,37.0,28.0,9.0,8.0,3.0,3.0,2.0,1.0,53.0,28.0,18.0,7.0,7.0,5.0,9.0,8.0,3230.0,36.0,1235.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,289,105138,11.0,,Roberto Bautista Agut,R,183.0,ESP,31.3264887064,200175,,Q,Miomir Kecmanovic,R,,SRB,19.947980835,6-1 6-2,3,R16,59.0,6.0,2.0,50.0,38.0,29.0,6.0,8.0,2.0,2.0,0.0,1.0,42.0,27.0,16.0,5.0,7.0,4.0,8.0,11.0,2395.0,58.0,922.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,288,104755,,PR,Richard Gasquet,R,185.0,FRA,33.1498973306,106043,,,Diego Schwartzman,R,170.0,ARG,26.9869952088,7-6(6) 6-3,3,R16,107.0,11.0,4.0,73.0,40.0,30.0,19.0,11.0,1.0,2.0,2.0,3.0,67.0,40.0,24.0,15.0,10.0,2.0,4.0,56.0,930.0,24.0,1645.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,287,106415,,Q,Yoshihito Nishioka,L,,JPN,23.8740588638,200282,,,Alex De Minaur,R,,AUS,20.4818617385,7-5 6-4,3,R16,82.0,3.0,1.0,65.0,39.0,29.0,18.0,11.0,0.0,0.0,1.0,0.0,55.0,32.0,28.0,12.0,11.0,3.0,5.0,77.0,757.0,38.0,1225.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,286,105676,16.0,,David Goffin,R,163.0,BEL,28.6789869952,105173,,,Adrian Mannarino,L,183.0,FRA,31.1184120465,7-6(6) 6-2,3,R16,96.0,4.0,2.0,59.0,33.0,27.0,15.0,10.0,0.0,1.0,0.0,2.0,63.0,37.0,24.0,12.0,10.0,0.0,3.0,19.0,1815.0,59.0,916.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,285,104925,1.0,,Novak Djokovic,R,188.0,SRB,32.2245037645,105023,,WC,Sam Querrey,R,198.0,USA,31.8466803559,7-5 6-1,3,R32,78.0,15.0,5.0,63.0,37.0,31.0,13.0,10.0,4.0,5.0,9.0,4.0,64.0,30.0,19.0,15.0,9.0,3.0,7.0,1.0,12325.0,45.0,1035.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,284,105807,,Q,Pablo Carreno Busta,R,188.0,ESP,28.0848733744,104545,13.0,,John Isner,R,206.0,USA,34.2943189596,6-4 6-7(1) 7-6(6),3,R32,153.0,1.0,1.0,106.0,78.0,61.0,18.0,17.0,6.0,6.0,32.0,2.0,102.0,73.0,62.0,16.0,17.0,2.0,3.0,53.0,962.0,16.0,2040.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,283,106298,,,Lucas Pouille,R,185.0,FRA,25.4647501711,133430,,,Denis Shapovalov,L,,CAN,20.3258042437,6-4 6-4,3,R32,79.0,0.0,3.0,60.0,30.0,24.0,19.0,10.0,0.0,0.0,12.0,3.0,64.0,39.0,29.0,12.0,10.0,4.0,6.0,31.0,1340.0,34.0,1285.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,282,111575,8.0,,Karen Khachanov,R,,RUS,23.2251882272,106401,,,Nick Kyrgios,R,193.0,AUS,24.2929500342,6-7(3) 7-6(4) 6-2,3,R32,133.0,13.0,3.0,95.0,65.0,54.0,17.0,16.0,3.0,4.0,21.0,8.0,116.0,71.0,57.0,20.0,16.0,6.0,9.0,9.0,2890.0,27.0,1475.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,281,103819,3.0,,Roger Federer,R,185.0,SUI,38.0095824778,106228,,WC,Juan Ignacio Londero,R,,ARG,25.9904175222,6-3 6-4,3,R32,61.0,9.0,0.0,53.0,35.0,27.0,15.0,10.0,1.0,1.0,3.0,3.0,49.0,31.0,24.0,9.0,9.0,2.0,4.0,3.0,7460.0,55.0,940.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,280,126094,,Q,Andrey Rublev,R,,RUS,21.8097193703,104527,,,Stan Wawrinka,R,183.0,SUI,34.3737166324,6-4 6-4,3,R32,83.0,0.0,0.0,70.0,38.0,24.0,24.0,10.0,5.0,5.0,11.0,0.0,50.0,24.0,21.0,13.0,10.0,0.0,2.0,70.0,836.0,23.0,1670.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,279,106421,9.0,,Daniil Medvedev,R,,RUS,23.498973306,105332,,,Benoit Paire,R,196.0,FRA,30.2614647502,7-6(2) 6-1,3,R32,78.0,5.0,2.0,51.0,29.0,22.0,17.0,9.0,0.0,1.0,6.0,4.0,75.0,38.0,28.0,14.0,10.0,5.0,9.0,8.0,3230.0,29.0,1403.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,278,105526,,,Jan Lennard Struff,R,,GER,29.2977412731,126774,5.0,,Stefanos Tsitsipas,R,,GRE,20.9993155373,6-4 6-7(5) 7-6(6),3,R32,134.0,16.0,4.0,98.0,61.0,52.0,23.0,17.0,0.0,1.0,14.0,1.0,120.0,78.0,58.0,23.0,17.0,3.0,5.0,36.0,1235.0,7.0,3455.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,277,200175,,Q,Miomir Kecmanovic,R,,SRB,19.947980835,100644,7.0,,Alexander Zverev,R,198.0,GER,22.3107460643,6-7(4) 6-2 6-4,3,R32,138.0,3.0,3.0,95.0,63.0,47.0,13.0,15.0,3.0,6.0,9.0,20.0,94.0,50.0,40.0,16.0,15.0,2.0,8.0,58.0,922.0,6.0,4005.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,276,105138,11.0,,Roberto Bautista Agut,R,183.0,ESP,31.3264887064,126207,,,Frances Tiafoe,R,,USA,21.5578370979,6-3 3-6 6-1,3,R32,106.0,8.0,1.0,93.0,64.0,47.0,13.0,13.0,6.0,7.0,2.0,4.0,55.0,36.0,25.0,12.0,12.0,1.0,4.0,11.0,2395.0,52.0,970.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,275,106043,,,Diego Schwartzman,R,170.0,ARG,26.9869952088,105430,,,Radu Albot,R,,MDA,29.749486653,6-4 6-2,3,R32,91.0,3.0,4.0,61.0,44.0,37.0,5.0,9.0,5.0,5.0,2.0,4.0,65.0,39.0,25.0,13.0,9.0,8.0,11.0,24.0,1645.0,39.0,1132.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,274,104755,,PR,Richard Gasquet,R,185.0,FRA,33.1498973306,105643,,LL,Federico Delbonis,L,190.0,ARG,28.8514715948,7-5 7-6(1),3,R32,113.0,2.0,2.0,72.0,47.0,37.0,12.0,12.0,2.0,4.0,3.0,2.0,78.0,51.0,33.0,14.0,12.0,7.0,10.0,56.0,930.0,66.0,876.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,273,106415,,Q,Yoshihito Nishioka,L,,JPN,23.8740588638,105453,6.0,,Kei Nishikori,R,178.0,JPN,29.6180698152,7-6(2) 6-4,3,R32,99.0,3.0,1.0,67.0,45.0,33.0,12.0,11.0,1.0,3.0,2.0,3.0,80.0,47.0,32.0,14.0,11.0,9.0,12.0,77.0,757.0,5.0,4040.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,272,200282,,,Alex De Minaur,R,,AUS,20.4818617385,124187,,WC,Reilly Opelka,R,,USA,21.954825462,7-6(3) 6-4,3,R32,93.0,1.0,2.0,61.0,34.0,28.0,22.0,11.0,2.0,2.0,9.0,4.0,68.0,40.0,28.0,19.0,11.0,0.0,1.0,38.0,1225.0,42.0,1047.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,271,105676,16.0,,David Goffin,R,163.0,BEL,28.6789869952,105550,,,Guido Pella,L,185.0,ARG,29.2375085558,6-1 7-5,3,R32,86.0,4.0,2.0,58.0,38.0,29.0,9.0,10.0,6.0,7.0,2.0,2.0,64.0,38.0,23.0,11.0,9.0,5.0,9.0,19.0,1815.0,22.0,1710.0
2019-M024,Cincinnati Masters,Hard,64,M,20190812,270,105173,,,Adrian Mannarino,L,183.0,FRA,31.1184120465,105062,,LL,Mikhail Kukushkin,R,183.0,KAZ,31.627652293,6-1 6-3,3,R32,76.0,9.0,2.0,56.0,26.0,20.0,16.0,8.0,6.0,7.0,0.0,3.0,49.0,31.0,18.0,5.0,8.0,4.0,9.0,59.0,916.0,46.0,1035.0
